Rk,Player,Pos,Squad,Comp,90s,CPA
867,Lucien Agoume\8bc8829a,MF,Brest,fr Ligue 1,20.8,4
868,Ruben Aguilar\3dd738a1,DF,Monaco,fr Ligue 1,23.8,4
869,Lucas Alario\834d0be5,FW,Leverkusen,de Bundesliga,7.3,4
870,Thiago Alcántara\77e84962,MF,Liverpool,eng Premier League,17.0,4
871,Kelvin Amian\bcc81786,DF,Spezia,it Serie A,29.4,4
872,Ethan Ampadu\10b9fa99,MFDF,Venezia,it Serie A,25.4,4
873,Tolgay Arslan\963a328b,MF,Udinese,it Serie A,18.4,4
874,Santiago Ascacíbar\e26fcca3,MF,Hertha BSC,de Bundesliga,26.4,4
875,Stéphane Bahoken\5046b7d4,FW,Angers,fr Ligue 1,12.2,4
876,Cédric Bakambu\0af4dcf0,FW,Marseille,fr Ligue 1,4.0,4
877,Alessandro Bastoni\75b86fb3,DF,Inter,it Serie A,25.7,4
878,Noah Joel Sarenren Bazee\fbbc8e15,MFFW,Augsburg,de Bundesliga,2.7,4
879,Kevin Behrens\30ae134d,FW,Union Berlin,de Bundesliga,5.5,4
880,El Bilal Touré\47c609d5,FW,Reims,fr Ligue 1,13.3,4
881,Yves Bissouma\6c203af0,MF,Brighton,eng Premier League,23.5,4
882,Jean-Paul Boëtius\635f2732,MF,Mainz 05,de Bundesliga,20.0,4
883,Ryad Boudebouz\1001ae82,MFFW,Saint-Étienne,fr Ligue 1,25.0,4
884,Bilal Brahimi\02bcaf8e,MFFW,Nice,fr Ligue 1,4.2,4
885,Lilian Brassier\5b146df3,DF,Brest,fr Ligue 1,25.1,4
886,Josh Brownhill\47369df8,MF,Burnley,eng Premier League,32.8,4
887,Marcelo Brozović\33b8d077,MF,Inter,it Serie A,32.6,4
888,Rémy Cabella\148e136f,MFFW,Montpellier,fr Ligue 1,3.5,4
889,Mahdi Camara\8577e60a,MFDF,Saint-Étienne,fr Ligue 1,34.1,4
890,Álex Cantero\4aa253fd,FWMF,Levante,es La Liga,6.8,4
891,William Carvalho\dee86451,MF,Betis,es La Liga,20.1,4
892,Fabien Centonze\3c6bbbab,DF,Metz,fr Ligue 1,17.6,4
893,Xavier Chavalerin\279ddf6a,MFFW,Troyes,fr Ligue 1,30.2,4
894,Denis Cheryshev\0ac94a23,MF,Valencia,es La Liga,6.3,4
895,Ebrima Colley\bf356094,FWMF,Spezia,it Serie A,4.4,4
896,Kalifa Coulibaly\9980269a,FW,Nantes,fr Ligue 1,9.4,4
897,Lucas Da Cunha\007faf7a,FWMF,Clermont Foot,fr Ligue 1,9.3,4
898,Patson Daka\ca45605e,FW,Leicester City,eng Premier League,12.9,4
899,Mitchell Dijks\0a3065c8,DF,Bologna,it Serie A,7.7,4
900,Julian Draxler\1a992676,FWMF,Paris S-G,fr Ligue 1,6.1,4
901,Jordan Ferri\375622c5,MF,Montpellier,fr Ligue 1,32.3,4
902,Roberto Firmino\4c370d81,FW,Liverpool,eng Premier League,11.0,4
903,Alessandro Florenzi\e288d4b3,DFFW,Milan,it Serie A,12.8,4
904,Manu García\6ed1a2a2,MF,Alavés,es La Liga,12.0,4
905,Anwar El Ghazi\ffa90327,FWMF,Aston Villa,eng Premier League,4.3,4
906,Dimitris Giannoulis\112c495e,DF,Norwich City,eng Premier League,13.0,4
907,Óscar Gil\6652cf96,DF,Espanyol,es La Liga,18.8,4
908,Andoni Gorosabel\6f5f82c0,DF,Real Sociedad,es La Liga,25.4,4
909,Raphaël Guerreiro\048a1cbc,DF,Dortmund,de Bundesliga,19.9,4
910,Romain Hamouma\0b4d8274,FW,Saint-Étienne,fr Ligue 1,9.8,4
911,Jordan Henderson\935e6b8f,MF,Liverpool,eng Premier League,28.9,4
912,Zlatan Ibrahimović\4cde5509,FW,Milan,it Serie A,11.3,4
913,Ivan Ilić\bb376bed,MF,Hellas Verona,it Serie A,28.1,4
914,Isco\a0b4bb3e,MFFW,Real Madrid,es La Liga,3.0,4
915,Ismail Jakobs\a0415710,DFFW,Monaco,fr Ligue 1,13.4,4
916,Vitaly Janelt\8449d35e,MF,Brentford,eng Premier League,25.5,4
917,Lago Junior\360d70f8,FWMF,Mallorca,es La Liga,2.0,4
918,James Justin\fb614c44,DF,Leicester City,eng Premier League,11.1,4
919,Nikola Kalinić\d4931a5a,FW,Hellas Verona,it Serie A,4.5,4
920,Samuel Kalu\b8d22478,FWMF,Bordeaux,fr Ligue 1,3.6,4
921,Denso Kasius\7ae36711,DF,Bologna,it Serie A,2.0,4
922,Jonjoe Kenny\099e666f,DF,Everton,eng Premier League,11.3,4
923,Thibault Klidje\db013c7d,DFFW,Bordeaux,fr Ligue 1,1.0,4
924,Philippe Koffi\9f1c2822,FW,Reims,fr Ligue 1,4.2,4
925,Sead Kolašinac\3935e52e,DF,Marseille,fr Ligue 1,4.9,4
926,Max Kruse\f9446dcd,FWMF,Union Berlin,de Bundesliga,14.1,4
927,Lukas Kübler\2a29eb9b,DF,Freiburg,de Bundesliga,25.9,4
928,Juraj Kucka\5aaef9ef,MF,Watford,eng Premier League,21.3,4
929,Dejan Kulusevski\df3cda47,FWMF,Juventus,it Serie A,8.6,4
930,Konrad Laimer\c1b7847c,MF,RB Leipzig,de Bundesliga,13.8,4
931,Isaac Lihadji\57a46f3f,MFFW,Lille,fr Ligue 1,2.6,4
932,Karol Linetty\d023d70f,MFFW,Torino,it Serie A,10.0,4
933,Manuel Locatelli\a8a874f1,MF,Juventus,it Serie A,24.0,4
934,Renan Lodi\ed9f7cfe,DF,Atlético Madrid,es La Liga,13.1,4
935,Anthony Losilla\07c7eb0c,MF,Bochum,de Bundesliga,32.6,4
936,Matthew Lowton\9a9c05db,DF,Burnley,eng Premier League,19.7,4
937,José Luis Gayà\b05e2dbd,DF,Valencia,es La Liga,20.8,4
938,Abdul Majeed Waris\46907171,MFFW,Strasbourg,fr Ligue 1,3.6,4
939,Béni Makouana\654f49ca,FWMF,Montpellier,fr Ligue 1,3.6,4
940,Youssef Maleh\4c8845f7,MF,Fiorentina,it Serie A,11.3,4
941,Reinildo Mandava\c20bdcd7,DF,Lille,fr Ligue 1,16.9,4
942,Marcelo\603116a7,DF,Real Madrid,es La Liga,4.9,4
943,Anthony Martial\8b788c01,FW,Manchester Utd,eng Premier League,2.4,4
944,Arthur Masuaku\57df7a11,DFFW,West Ham,eng Premier League,7.2,4
945,Joël Matip\b217ef29,DF,Liverpool,eng Premier League,31.0,4
946,Eric Maxim Choupo-Moting\0e6bc38c,FWMF,Bayern Munich,de Bundesliga,4.2,4
947,Kenny McLean\471f16b3,MF,Norwich City,eng Premier League,30.1,4
948,Quentin Merlin\0bfca6a1,DF,Nantes,fr Ligue 1,21.4,4
949,Thomas Meunier\e162b013,DF,Dortmund,de Bundesliga,15.6,4
950,Sven Michel\1e274a0a,FW,Union Berlin,de Bundesliga,3.8,4
951,Jakub Moder\f230bc30,MFFW,Brighton,eng Premier League,18.9,4
952,Florent Mollet\7e82a78f,FWMF,Montpellier,fr Ligue 1,29.2,4
953,Aihen Muñoz\228b0d9d,DF,Real Sociedad,es La Liga,14.9,4
954,Paul Nebel\1b6d8083,MFFW,Mainz 05,de Bundesliga,2.5,4
955,Luca Netz\e79269bd,DF,M'Gladbach,de Bundesliga,15.5,4
956,Christian Nørgaard\df0a4c90,MF,Brentford,eng Premier League,33.9,4
957,Patrick Osterhage\9662c9ec,MF,Bochum,de Bundesliga,6.7,4
958,Azzedine Ounahi\83299cc0,MF,Angers,fr Ligue 1,18.1,4
959,Goran Pandev\d711d04f,FWMF,Genoa,it Serie A,9.4,4
960,Ricardo Pereira\75a72a99,DF,Leicester City,eng Premier League,11.0,4
961,Ayoze Pérez\819aa8e7,MFFW,Leicester City,eng Premier League,4.9,4
962,Diego Perotti\a40d5a0c,FWMF,Salernitana,it Serie A,3.2,4
963,Romain Perraud\6dfd8f05,DF,Southampton,eng Premier League,18.0,4
964,Grischa Prömel\924f9191,MF,Union Berlin,de Bundesliga,26.9,4
965,Fabio Quagliarella\ee4f2f3b,FW,Sampdoria,it Serie A,18.5,4
966,Renaud Ripart\beae3a73,FWDF,Troyes,fr Ligue 1,21.0,4
967,Óscar Rodríguez Arnaiz\19709006,MFFW,Getafe,es La Liga,10.5,4
968,Aitor Ruibal\a55d8df5,FWDF,Betis,es La Liga,9.5,4
969,Roli Pereira de Sa\60f58477,MF,Nantes,fr Ligue 1,6.4,4
970,Marcel Sabitzer\e280527c,MFDF,Bayern Munich,de Bundesliga,10.1,4
971,Rafiki Said Ahamada\c2e5f306,MFFW,Brest,fr Ligue 1,1.4,4
972,Lazar Samardzic\217c93a1,MF,Udinese,it Serie A,5.4,4
973,Josh Sargent\a8d4428b,FWMF,Norwich City,eng Premier League,17.5,4
974,Kingsley Schindler\bd527260,DFMF,Köln,de Bundesliga,3.9,4
975,Nico Schulz\fa274d97,DF,Dortmund,de Bundesliga,9.3,4
976,Nicolás Serrano\2ad0e5e5,MF,Athletic Club,es La Liga,3.5,4
977,Xherdan Shaqiri\6421ec64,FWMF,Lyon,fr Ligue 1,7.5,4
978,Damián Suárez\ba5004e1,DF,Getafe,es La Liga,30.1,4
979,Mattias Svanberg\92d83c27,MF,Bologna,it Serie A,28.5,4
980,Aurélien Tchouaméni\4f255115,MF,Monaco,fr Ligue 1,32.5,4
981,Jan Thielmann\fd53759d,MFFW,Köln,de Bundesliga,13.2,4
982,Luke Thomas\fc027d02,DF,Leicester City,eng Premier League,21.2,4
983,Youri Tielemans\56f7a928,MF,Leicester City,eng Premier League,29.2,4
984,Jeremy Toljan\a96e5dc0,DF,Sassuolo,it Serie A,15.5,4
985,Johan Vásquez\5eaed77a,DF,Genoa,it Serie A,25.3,4
986,Lorenzo Venuti\983ff2c7,DF,Fiorentina,it Serie A,17.5,4
987,Nacho Vidal\3a9c4b7b,DF,Osasuna,es La Liga,32.2,4
988,Aaron Wan-Bissaka\9e525177,DF,Manchester Utd,eng Premier League,19.9,4
989,Wout Weghorst\c4e87b8b,FW,Burnley,eng Premier League,16.1,4
990,Georginio Wijnaldum\eb58eef0,MF,Paris S-G,fr Ligue 1,18.4,4
991,Granit Xhaka\e61b8aee,MFDF,Arsenal,eng Premier League,25.9,4
992,Denis Zakaria\384d58d9,MFDF,M'Gladbach,de Bundesliga,15.5,4
993,Oier Zarraga\968a1c2f,MF,Athletic Club,es La Liga,13.0,4
994,Milan Đurić\405f6586,FW,Salernitana,it Serie A,24.1,4
995,Laurent Abergel\31626657,MF,Lorient,fr Ligue 1,32.8,3
996,Tyler Adams\2b09d998,MF,RB Leipzig,de Bundesliga,15.0,3
997,Jean-Eudes Aholou\48b28bfd,MF,Strasbourg,fr Ligue 1,11.2,3
998,Carlos Akapo\f2a68b97,DF,Cádiz,es La Liga,20.5,3
999,Ilias Akhomach\b8bd60fe,FW,Barcelona,es La Liga,1.4,3
1000,Carles Aleñá\6c811eb7,MF,Getafe,es La Liga,25.8,3
1001,Sebastian Andersson\b4cf5806,FW,Köln,de Bundesliga,14.0,3
1002,Mauro Arambarri\58afe001,MF,Getafe,es La Liga,29.6,3
1003,Lorenz Assignon\b026bbf6,DF,Rennes,fr Ligue 1,6.8,3
1004,Tommaso Augello\3cd3b384,DF,Sampdoria,it Serie A,26.6,3
1005,Ludwig Augustinsson\9fec8860,DF,Sevilla,es La Liga,8.8,3
1006,Serge Aurier\5c2b4f07,DF,Villarreal,es La Liga,11.2,3
1007,Luke Ayling\420d7c7d,DF,Leeds United,eng Premier League,25.2,3
1008,Gareth Bale\a58bb1e1,FW,Real Madrid,es La Liga,3.1,3
1009,Patrick Bamford\93feac6e,FW,Leeds United,eng Premier League,6.2,3
1010,Ashley Barnes\2691c772,FW,Burnley,eng Premier League,9.0,3
1011,Jacob Barrett Laursen\c0d3bd23,DF,Arminia,de Bundesliga,18.1,3
1012,Hatem Ben Arfa\74dc806c,FWMF,Lille,fr Ligue 1,3.5,3
1013,Rodrigo Bentancur\3b8674e6,MF,Juventus,it Serie A,12.8,3
1014,Juan Bernat\433dc9a2,DF,Paris S-G,fr Ligue 1,10.6,3
1015,Louis Beyer\9af1f9ff,DF,M'Gladbach,de Bundesliga,15.4,3
1016,Myron Boadu\5b479568,FW,Monaco,fr Ligue 1,10.7,3
1017,Quentin Boisgard\f6496133,MFFW,Lorient,fr Ligue 1,10.6,3
1018,Martin Braithwaite\fd771f95,FW,Barcelona,es La Liga,2.6,3
1019,Ante Budimir\8f3565b3,FW,Osasuna,es La Liga,19.3,3
1020,Gianluca Busio\4a0b7f07,MF,Venezia,it Serie A,21.7,3
1021,Felipe Caicedo\93b891d1,FW,Genoa,it Serie A,3.2,3
1022,Timothy Chandler\b3b7f5a6,DF,Eint Frankfurt,de Bundesliga,13.5,3
1023,Tom Cleverley\6cdd8245,MF,Watford,eng Premier League,18.0,3
1024,Santi Comesaña\5ae499d0,MF,Rayo Vallecano,es La Liga,29.8,3
1025,Sébastien Corchia\0e7ccfc4,DF,Nantes,fr Ligue 1,14.7,3
1026,Danny da Costa\5ddb8f9f,DF,Eint Frankfurt,de Bundesliga,8.1,3
1027,Mamadou Coulibaly\c976160c,MF,Salernitana,it Serie A,9.0,3
1028,Domenico Criscito\35dd6d80,DF,Genoa,it Serie A,18.0,3
1029,Danilo\94b2001f,DFMF,Juventus,it Serie A,21.0,3
1030,Josh Dasilva\60344e4f,MFFW,Brentford,eng Premier League,2.9,3
1031,Ermedin Demirović\ed79b7d3,FWMF,Freiburg,de Bundesliga,9.7,3
1032,Abdou Diallo\fc62f087,DF,Paris S-G,fr Ligue 1,9.7,3
1033,Lucas Digne\1b84dbe1,DF,Aston Villa,eng Premier League,14.1,3
1034,Tiago Djaló\b2336681,DF,Lille,fr Ligue 1,25.9,3
1035,Nicolás Domínguez\20b3a502,MF,Bologna,it Serie A,22.4,3
1036,Kamory Doumbia\9226aa22,MFFW,Reims,fr Ligue 1,3.9,3
1037,Kieran Dowell\2f6ec02a,FWMF,Norwich City,eng Premier League,10.1,3
1038,Jeremy Dudziak\5a8d6540,MFFW,Greuther Fürth,de Bundesliga,12.6,3
1039,Jurgen Ekkelenkamp\73d6a176,MFFW,Hertha BSC,de Bundesliga,8.0,3
1040,Wataru Endo\c149016b,MF,Stuttgart,de Bundesliga,32.2,3
1041,Christian Eriksen\980522ec,MF,Brentford,eng Premier League,10.4,3
1042,Sergio Escudero\b0616e3d,DFMF,Granada,es La Liga,15.9,3
1043,Eberechi Eze\ae4fc6a4,MFFW,Crystal Palace,eng Premier League,6.7,3
1044,Fabinho\7f3b388c,MF,Liverpool,eng Premier League,25.7,3
1045,Kiko Femenía\e5d01ecf,DF,Watford,eng Premier League,23.8,3
1046,Álex Fernández\aa677a35,MF,Cádiz,es La Liga,22.8,3
1047,Salvador Ferrer\eb76987d,DFMF,Spezia,it Serie A,16.6,3
1048,Dimitri Foulquier\45e17712,DF,Valencia,es La Liga,26.0,3
1049,Morten Frendrup\f4d60499,DFMF,Genoa,it Serie A,7.7,3
1050,Roberto Gagliardini\ce30bfc8,MF,Inter,it Serie A,7.2,3
1051,Eric García\2bed3eab,DF,Barcelona,es La Liga,22.7,3
1052,Raúl García\b418dbd4,FW,Athletic Club,es La Liga,20.0,3
1053,Johan Gastien\868eaba0,MF,Clermont Foot,fr Ligue 1,30.5,3
1054,Yannick Gerhardt\62ab9184,MFDF,Wolfsburg,de Bundesliga,17.5,3
1055,Nicholas Gioacchini\79ab7593,MFFW,Montpellier,fr Ligue 1,5.5,3
1056,Giovanni González\1fc474ae,DF,Mallorca,es La Liga,4.1,3
1057,Evann Guessand\b73f17f8,FW,Nice,fr Ligue 1,4.9,3
1058,Ander Guevara\8e48dc61,MF,Real Sociedad,es La Liga,9.6,3
1059,Bruno Guimarães\82518f62,MF,Newcastle Utd,eng Premier League,11.5,3
1060,Sehrou Guirassy\923f4dda,FW,Rennes,fr Ligue 1,11.3,3
1061,Robert Gumny\1df0c0b9,DF,Augsburg,de Bundesliga,25.2,3
1062,Nicolas Haas\fa449bba,MF,Empoli,it Serie A,11.1,3
1063,André Hahn\cd82452e,MFFW,Augsburg,de Bundesliga,23.3,3
1064,Pierre-Yves Hamel\a99da9ec,FW,Clermont Foot,fr Ligue 1,5.8,3
1065,Abdou Harroui\65fd099c,MF,Sassuolo,it Serie A,5.0,3
1066,Dalbert Henrique\f45f9427,DFMF,Cagliari,it Serie A,23.1,3
1067,Hernani\6f5ead86,MFFW,Genoa,it Serie A,7.6,3
1068,Ki-Jana Hoever\9a71e978,DF,Wolves,eng Premier League,3.4,3
1069,Elseid Hysaj\2f3452eb,DF,Lazio,it Serie A,22.5,3
1070,Jonathan Ikone\42eaa028,FW,Fiorentina,it Serie A,7.2,3
1071,Marcus Ingvartsen\271b8617,FWMF,Mainz 05,de Bundesliga,7.6,3
1072,Cedric Itten\ef233486,FW,Greuther Fürth,de Bundesliga,7.1,3
1073,Gian-Luca Itter\e6c15f6e,DF,Greuther Fürth,de Bundesliga,16.2,3
1074,Nicolas Jackson\9c36ed83,FW,Villarreal,es La Liga,1.8,3
1075,Felix Kalu Nmecha\091c86e2,MFFW,Wolfsburg,de Bundesliga,3.6,3
1076,Samuel Kalu\b8d22478,FW,Watford,eng Premier League,2.5,3
1077,Hassane Kamara\19a12bed,DF,Watford,eng Premier League,18.0,3
1078,Saîf-Eddine Khaoui\796b1c41,MFFW,Clermont Foot,fr Ligue 1,10.3,3
1079,Rani Khedira\59e4b92e,MF,Union Berlin,de Bundesliga,30.6,3
1080,Mateo Klimowicz\2b7c56b4,FWMF,Stuttgart,de Bundesliga,6.7,3
1081,Jules Koundé\4d1666ff,DF,Sevilla,es La Liga,30.4,3
1082,Emil Krafth\77cf6852,DF,Newcastle Utd,eng Premier League,18.2,3
1083,Jean-Philippe Krasso\037f2523,FW,Saint-Étienne,fr Ligue 1,5.0,3
1084,Sam Lammers\c283ddef,FW,Eint Frankfurt,de Bundesliga,5.7,3
1085,Paul Lasne\542cc80f,MF,Brest,fr Ligue 1,9.4,3
1086,Mario Lemina\2b471f99,MF,Nice,fr Ligue 1,21.9,3
1087,Dimitri Liénard\f7691f63,DFMF,Strasbourg,fr Ligue 1,22.7,3
1088,Dion Lopy\64c14d49,MF,Reims,fr Ligue 1,18.2,3
1089,Alexis Mac Allister\83d074ff,MFFW,Brighton,eng Premier League,23.6,3
1090,Deiver Machado\b3f8bdef,DF,Lens,fr Ligue 1,5.8,3
1091,Louis Mafouta\bec3d251,FW,Metz,fr Ligue 1,5.8,3
1092,Hugo Magnetti\d4d35152,MF,Brest,fr Ligue 1,16.3,3
1093,Gianluca Mancini\5aa53281,DF,Roma,it Serie A,32.0,3
1094,Fernando Marçal\9ae9eaea,DF,Wolves,eng Premier League,16.1,3
1095,Mariano\5c4dc0ff,FW,Real Madrid,es La Liga,3.8,3
1096,Konstantinos Mavropanos\00963611,DF,Stuttgart,de Bundesliga,30.1,3
1097,Pasquale Mazzocchi\eb0ec070,DF,Salernitana,it Serie A,14.1,3
1098,James McArthur\cee31595,MF,Crystal Palace,eng Premier League,16.0,3
1099,Scott McTominay\d93c2511,MF,Manchester Utd,eng Premier League,26.5,3
1100,Martín Montoya\5cec2487,DF,Betis,es La Liga,5.8,3
1101,João Moutinho\f5a00fa4,MF,Wolves,eng Premier League,33.0,3
1102,Obite N'Dicka\441197b8,DF,Eint Frankfurt,de Bundesliga,31.7,3
1103,Rúben Neves\44bfb6c5,MF,Wolves,eng Premier League,29.6,3
1104,Dani Olmo\ae44e8e2,MF,RB Leipzig,de Bundesliga,8.3,3
1105,Frank Onyeka\2944f86f,MF,Brentford,eng Premier League,11.6,3
1106,Salih Özcan\15413fa5,MF,Köln,de Bundesliga,25.7,3
1107,Levin Öztunalı\66385c46,MF,Union Berlin,de Bundesliga,6.4,3
1108,Gonçalo Paciência\962e54cb,FW,Eint Frankfurt,de Bundesliga,5.7,3
1109,Helibelton Palacios\ac8b2421,DF,Elche,es La Liga,21.5,3
1110,Cole Palmer\dc7f8a28,FWMF,Manchester City,eng Premier League,1.4,3
1111,Javier Pastore\881ef58c,MFFW,Elche,es La Liga,5.8,3
1112,Leonardo Pavoletti\d37b0350,FW,Cagliari,it Serie A,16.9,3
1113,Peter Pekarík\c18d22f5,DF,Hertha BSC,de Bundesliga,24.8,3
1114,Mathias Pereira Lage\8846a40f,DF,Angers,fr Ligue 1,11.6,3
1115,Luan Peres Petroni\a5549ec1,DF,Marseille,fr Ligue 1,29.8,3
1116,Lucas Pérez\a300ac7e,FWMF,Cádiz,es La Liga,11.8,3
1117,Roberto Piccoli\1cadaf34,FW,Atalanta,it Serie A,2.2,3
1118,Luca Ranieri\8c63fae5,DF,Salernitana,it Serie A,23.4,3
1119,Omar Richards\f9b1b7bf,DF,Bayern Munich,de Bundesliga,4.9,3
1120,Tomás Rincón\f1cfc209,MF,Sampdoria,it Serie A,13.0,3
1121,Gerson Rodrigues\3814b753,FW,Troyes,fr Ligue 1,9.4,3
1122,Jay Rodriguez\4ab53cdb,FW,Burnley,eng Premier League,15.4,3
1123,Ricardo Rodríguez\7f78ad23,DF,Torino,it Serie A,27.5,3
1124,Pablo Rosario\1a6b7ea4,MF,Nice,fr Ligue 1,30.3,3
1125,Antonio Rüdiger\18b896d6,DF,Chelsea,eng Premier League,33.7,3
1126,Julian Ryerson\009a4f60,DF,Union Berlin,de Bundesliga,15.9,3
1127,Youssouf Sabaly\fbbb9269,DF,Betis,es La Liga,8.8,3
1128,William Saliba\972aeb2a,DF,Marseille,fr Ligue 1,36.0,3
1129,Diadie Samassékou\08593525,MF,Hoffenheim,de Bundesliga,18.4,3
1130,Demba Seck\16463a79,FWMF,Torino,it Serie A,1.6,3
1131,Djibril Sow\4c6facae,MF,Eint Frankfurt,de Bundesliga,26.8,3
1132,Josip Stanišić\7ed08d5c,DF,Bayern Munich,de Bundesliga,7.2,3
1133,Japhet Tanganga\e9971f2d,DF,Tottenham,eng Premier League,8.2,3
1134,Matt Targett\e514ab62,DF,Aston Villa,eng Premier League,15.9,3
1135,Alexis Tibidi\ca6f4846,FWMF,Stuttgart,de Bundesliga,4.3,3
1136,Lucas Torreira\52611641,MF,Fiorentina,it Serie A,24.4,3
1137,Miguel Trauco\e4b72e34,DF,Saint-Étienne,fr Ligue 1,12.4,3
1138,Manu Trigueros\963829d0,MFFW,Villarreal,es La Liga,24.2,3
1139,Tuta\35d64857,DF,Eint Frankfurt,de Bundesliga,24.3,3
1140,Vanderson\ee45fd85,FWMF,Monaco,fr Ligue 1,12.4,3
1141,Miguel Veloso\ab1ca213,MF,Hellas Verona,it Serie A,14.9,3
1142,Arturo Vidal\67cdbc0e,MF,Inter,it Serie A,8.2,3
1143,Vitolo\db750822,MFFW,Getafe,es La Liga,2.5,3
1144,Cristian Volpato\72f87f25,MFFW,Roma,it Serie A,0.4,3
1145,Hannes Wolf\be42a291,FWMF,M'Gladbach,de Bundesliga,3.4,3
1146,Gabriele Zappa\ca3db240,DF,Cagliari,it Serie A,12.7,3
1147,Deyovaisio Zeefuik\58a2e9f6,DFMF,Hertha BSC,de Bundesliga,6.3,3
1148,Oleksandr Zinchenko\51cf8561,DF,Manchester City,eng Premier League,11.6,3
1149,Martin Agirregabiria\355c883a,DF,Alavés,es La Liga,18.0,2
1150,Sergio Agüero\4d034881,FW,Barcelona,es La Liga,1.7,2
1151,Kristoffer Ajer\a8c0acb7,DF,Brentford,eng Premier League,22.2,2
1152,Marc Albrighton\b827d5b3,FWDF,Leicester City,eng Premier League,12.6,2
1153,Rubén Alcaraz\036bba5f,MF,Cádiz,es La Liga,12.3,2
1154,Omar Alderete\bb08bce9,DF,Valencia,es La Liga,26.7,2
1155,Allan\cc700722,MF,Everton,eng Premier League,24.3,2
1156,Joachim Andersen\e34fc66d,DF,Crystal Palace,eng Premier League,32.4,2
1157,Benjamin André\ef9c1c95,MF,Lille,fr Ligue 1,30.6,2
1158,Dennis Appiah\feb5d3ab,DF,Nantes,fr Ligue 1,23.3,2
1159,Ronald Araújo\2bef2bca,DF,Barcelona,es La Liga,25.2,2
1160,Matias Arezo\484ebdb0,FW,Granada,es La Liga,1.8,2
1161,Arthur\a820e429,FW,Fiorentina,it Serie A,8.3,2
1162,Kristjan Asllani\0fdcef0e,MF,Empoli,it Serie A,15.0,2
1163,Milan Badelj\e8c930bb,MF,Genoa,it Serie A,31.6,2
1164,Alejandro Balde\5ccc9672,DFFW,Barcelona,es La Liga,2.1,2
1165,Shandon Baptiste\2886c9b5,MF,Brentford,eng Premier League,10.1,2
1166,Melvin Bard\1ddbc7ca,DF,Nice,fr Ligue 1,28.8,2
1167,Keidi Bare\03049c8c,MF,Espanyol,es La Liga,16.5,2
1168,Timo Baumgartl\bd7d2e6d,DF,Union Berlin,de Bundesliga,24.1,2
1169,Rodrigo Becão\19e4eab9,DF,Udinese,it Serie A,34.8,2
1170,Marco Benassi\0000acda,MF,Empoli,it Serie A,4.2,2
1171,László Bénes\fe888e39,MF,M'Gladbach,de Bundesliga,2.7,2
1172,Ismaël Bennacer\db092d3b,MF,Milan,it Serie A,16.9,2
1173,Rodrigo Bentancur\3b8674e6,MF,Tottenham,eng Premier League,15.1,2
1174,Yuri Berchiche\b6e50615,DF,Athletic Club,es La Liga,11.3,2
1175,Danny Blum\eb61713c,FWMF,Bochum,de Bundesliga,3.8,2
1176,Emil Bohinen\c83c203f,MF,Salernitana,it Serie A,7.8,2
1177,Federico Bonazzoli\bf57eaab,FWMF,Salernitana,it Serie A,20.7,2
1178,Jimmy Briand\f83c8d6c,FWMF,Bordeaux,fr Ligue 1,2.5,2
1179,Cédric Brunner\f0a37d36,DF,Arminia,de Bundesliga,24.3,2
1180,Moisés Caicedo\16264a81,MF,Brighton,eng Premier League,7.3,2
1181,Eduardo Camavinga\7b9c2d84,MF,Real Madrid,es La Liga,13.2,2
1182,José Campaña\61220da2,MF,Levante,es La Liga,15.8,2
1183,Matteo Cancellieri\b6a1cdf9,MFDF,Hellas Verona,it Serie A,2.5,2
1184,Fali Candé\3cc4bb19,DF,Metz,fr Ligue 1,10.8,2
1185,Étienne Capoue\5acc4a10,MF,Villarreal,es La Liga,25.4,2
1186,Francesco Caputo\5bd72174,FW,Sassuolo,it Serie A,1.7,2
1187,Isaac Carcelen\c4b888df,DFMF,Cádiz,es La Liga,17.2,2
1188,Guido Carrillo\8f898ba8,FW,Elche,es La Liga,13.0,2
1189,Casemiro\4d224fe8,MF,Real Madrid,es La Liga,28.5,2
1190,Timothy Castagne\197640fd,DF,Leicester City,eng Premier League,23.6,2
1191,Jean-Charles Castelletto\e0f3a1f6,DF,Nantes,fr Ligue 1,27.9,2
1192,Edinson Cavani\527f063d,FW,Manchester Utd,eng Premier League,8.5,2
1193,Emil Ceide\98a84572,FWDF,Sassuolo,it Serie A,0.6,2
1194,Joris Chotard\7909ffa4,MF,Montpellier,fr Ligue 1,32.6,2
1195,Riccardo Ciervo\da77b60b,MFDF,Sampdoria,it Serie A,2.5,2
1196,Carlos Clerc\33a61a52,DF,Levante,es La Liga,16.8,2
1197,Francis Coquelin\a6951bf8,MF,Villarreal,es La Liga,9.2,2
1198,Sergio Córdova\229cd98a,FWMF,Augsburg,de Bundesliga,3.6,2
1199,Thierry Correia\c78b352d,DF,Valencia,es La Liga,15.7,2
1200,Jaume Costa\808d48f3,DF,Mallorca,es La Liga,20.3,2
1201,Aaron Cresswell\4f974391,DF,West Ham,eng Premier League,30.3,2
1202,Mahmoud Dahoud\db4ed67b,MF,Dortmund,de Bundesliga,18.4,2
1203,Ben Davies\44781702,DF,Tottenham,eng Premier League,28.2,2
1204,Paweł Dawidowicz\16bb656a,DF,Hellas Verona,it Serie A,13.3,2
1205,Lorenzo De Silvestri\e74f0e59,DF,Bologna,it Serie A,25.5,2
